Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
United States,4844520,4807500,4879630,4995210,5066810,5117040,5273490,5543350,5590540,5609020,5775810,5748260,5593029.785,5658990.234,5738290.039,5753490.234,5653080.078,5736319.824,5558379.883,5156430.176,5392109.863,5173600.098,4956060.059,5092100.098,5107209.961,4990709.961,4894500,4819370.117,4975310.059,4817720.215,,
