Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
60590629001,NA,NA,100%,100%,100%,100%
60590629002,NA,NA,NA,NA,NA,100%
60590630041,NA,NA,NA,NA,NA,NA
60590630043,NA,NA,NA,NA,12%,21%
60590630051,NA,NA,NA,NA,NA,NA
60590630061,NA,NA,NA,NA,NA,NA
60590630062,NA,NA,NA,NA,NA,NA
60590630073,NA,NA,NA,NA,NA,NA
60590630091,NA,NA,NA,NA,NA,NA
60590630103,NA,NA,NA,NA,NA,NA
60590635001,NA,NA,NA,NA,NA,NA
60590635002,NA,NA,NA,NA,NA,NA
60590635003,NA,NA,NA,NA,NA,NA
60590635004,NA,NA,NA,NA,NA,NA
60590635005,NA,NA,NA,NA,NA,NA
60590635006,NA,NA,NA,NA,NA,NA
60590636011,NA,NA,61%,59%,56%,54%
60590636031,NA,NA,NA,NA,NA,NA
60590636032,NA,NA,NA,NA,NA,NA
60590636033,NA,NA,NA,NA,NA,NA
60590638031,NA,NA,NA,100%,100%,100%
60590638032,NA,NA,NA,NA,NA,NA
60590992141,NA,NA,100%,100%,84%,81%
60590992142,NA,NA,76%,74%,84%,80%
60590992143,NA,NA,NA,NA,100%,91%
60590992144,NA,NA,81%,84%,88%,87%
60590992151,NA,NA,NA,100%,100%,100%
60590992152,NA,NA,100%,100%,100%,100%
60590992153,NA,NA,NA,NA,100%,100%
60590992171,NA,NA,100%,77%,62%,82%
60590992172,NA,NA,96%,89%,84%,78%
60590992201,NA,NA,100%,100%,100%,100%
60590992202,NA,NA,100%,100%,100%,100%
60590992203,NA,NA,100%,100%,100%,100%
60590992204,NA,NA,17%,30%,26%,30%
60590992312,NA,NA,NA,NA,NA,NA
60590992371,NA,NA,100%,100%,100%,100%
60590992372,NA,NA,100%,100%,100%,100%
60590992381,NA,NA,100%,100%,100%,100%
60590992382,NA,NA,100%,100%,100%,100%
60590992391,NA,NA,100%,100%,100%,100%
60590992392,NA,NA,100%,100%,100%,100%
60590992393,NA,NA,100%,100%,100%,100%
60590992394,NA,NA,100%,100%,100%,100%
60590992401,NA,NA,79%,94%,92%,93%
60590992402,NA,NA,100%,100%,100%,100%
60590992403,NA,NA,100%,100%,100%,100%
60590992404,NA,NA,100%,100%,100%,100%
60590992431,NA,NA,100%,100%,100%,100%
60590992432,NA,NA,100%,100%,100%,100%
60590992441,NA,NA,100%,100%,100%,100%
60590992442,NA,NA,100%,100%,100%,100%
60590992451,NA,NA,100%,100%,98%,97%
60590992461,NA,NA,100%,100%,100%,100%
60590992462,NA,NA,NA,NA,100%,100%
60590992463,NA,NA,100%,100%,100%,100%
60590993071,NA,NA,NA,NA,NA,NA
60590993072,NA,NA,100%,100%,100%,100%
60590993082,NA,NA,NA,NA,NA,NA
60590993101,NA,NA,NA,NA,NA,NA
60590993111,NA,NA,NA,NA,NA,NA
60590993112,NA,NA,NA,NA,NA,NA
60590993113,NA,NA,NA,NA,NA,NA
60590994023,NA,NA,95%,88%,90%,89%
60590994041,NA,NA,100%,100%,100%,100%
60590994042,NA,NA,NA,NA,NA,NA
60590994051,NA,NA,NA,100%,100%,100%
60590994052,NA,NA,100%,100%,100%,100%
60590994053,NA,NA,90%,89%,84%,84%
60590994062,NA,NA,NA,100%,100%,100%
60590994071,NA,NA,24%,38%,42%,42%
60590994081,NA,NA,NA,NA,NA,100%
60590994082,NA,NA,NA,NA,NA,NA
60590994083,NA,NA,NA,NA,NA,100%
60590994121,NA,NA,100%,100%,100%,100%
60590994122,NA,NA,100%,100%,100%,100%
60590994123,NA,NA,NA,NA,NA,NA
60590994131,NA,NA,NA,NA,NA,NA
60590994151,NA,NA,NA,NA,NA,NA
60590994152,NA,NA,81%,53%,50%,50%
60590994153,NA,NA,NA,NA,NA,NA
60590994154,NA,NA,NA,NA,NA,NA
60590994155,NA,NA,NA,NA,NA,NA
60590994163,NA,NA,NA,NA,100%,100%
60590994171,NA,NA,NA,NA,15%,22%
60590995021,100%,100%,100%,100%,100%,100%
60590995041,NA,NA,2%,22%,44%,49%
60590995061,NA,NA,NA,NA,NA,NA
60590995081,NA,NA,NA,100%,82%,78%
60590995082,NA,NA,NA,NA,100%,100%
60590995083,NA,NA,100%,100%,100%,100%
60590995084,NA,NA,88%,87%,84%,83%
60590995091,NA,NA,NA,100%,100%,81%
60590995092,NA,100%,90%,70%,61%,64%
60590995093,NA,NA,7%,42%,48%,40%
60590995094,NA,NA,25%,71%,89%,90%
60590995095,NA,NA,NA,100%,100%,100%
60590995101,NA,81%,83%,88%,90%,90%
60590995102,NA,100%,59%,79%,71%,64%
60590995103,NA,NA,9%,49%,69%,69%
60590995111,NA,NA,NA,NA,NA,NA
60590995112,NA,NA,NA,NA,100%,100%
60590995113,NA,NA,NA,NA,NA,NA
60590995114,NA,NA,NA,NA,NA,NA
60590995121,NA,NA,NA,NA,91%,91%
60590995122,NA,NA,NA,NA,100%,100%
60590995123,NA,NA,NA,NA,100%,100%
60590995131,NA,NA,NA,NA,NA,NA
60590995132,NA,NA,NA,NA,NA,NA
60590995141,NA,NA,12%,51%,58%,64%
60590995142,NA,NA,100%,100%,100%,100%
60590995143,NA,NA,100%,24%,82%,85%
60590995144,100%,100%,90%,50%,25%,25%
60590995145,NA,NA,NA,NA,NA,NA
60590996031,NA,NA,NA,NA,NA,NA
60590996034,NA,NA,NA,NA,NA,NA
60591100072,NA,NA,NA,14%,28%,33%
60591100073,NA,NA,NA,NA,100%,100%
60591100081,NA,NA,NA,NA,61%,71%
60591100082,NA,NA,NA,NA,NA,8%
60591100083,NA,NA,NA,NA,100%,100%
60591100124,NA,NA,NA,NA,NA,2%
60670033003,NA,NA,NA,NA,100%,100%
60670034002,NA,NA,NA,100%,100%,100%
60670034003,NA,NA,NA,9%,25%,29%
60670038001,NA,NA,NA,NA,NA,100%
60670038003,NA,NA,NA,NA,NA,100%
60670038004,NA,NA,NA,NA,NA,89%
60670039002,NA,NA,NA,NA,100%,100%
60670040011,NA,NA,100%,100%,100%,100%
60670040012,NA,NA,NA,61%,86%,86%
60670040013,NA,NA,100%,100%,95%,90%
60670040014,NA,NA,100%,100%,100%,100%
60670040041,NA,NA,NA,NA,NA,33%
60670040042,NA,NA,100%,100%,100%,100%
60670040043,NA,NA,100%,100%,100%,100%
60670040052,NA,NA,100%,100%,100%,100%
60670040053,NA,NA,100%,100%,100%,100%
60670040062,NA,NA,100%,100%,100%,100%
60670040063,NA,NA,100%,100%,100%,100%
60670040064,NA,NA,100%,100%,100%,100%
60670040081,NA,NA,100%,100%,100%,100%
60670040082,NA,NA,NA,66%,96%,96%
60670040091,NA,NA,100%,100%,100%,100%
60670040092,NA,NA,100%,100%,100%,100%
60670040093,NA,NA,100%,100%,100%,100%
60670040094,NA,NA,100%,100%,100%,100%
60670040101,NA,NA,100%,100%,100%,100%
60670040102,NA,NA,100%,100%,97%,95%
60670040103,NA,NA,100%,100%,100%,100%
60670040111,NA,NA,100%,100%,100%,100%
60670040112,NA,NA,100%,100%,99%,98%
60670040121,NA,NA,NA,NA,43%,49%
60670040122,NA,NA,NA,NA,100%,100%
60670041003,NA,NA,NA,NA,NA,75%
60670042012,NA,NA,NA,NA,NA,100%
60670042013,NA,NA,NA,NA,NA,100%
60670042021,NA,NA,NA,NA,NA,100%
60670042022,NA,NA,NA,NA,NA,100%
60670042023,NA,NA,NA,NA,NA,100%
60670042031,NA,NA,NA,NA,NA,35%
60670043001,NA,NA,NA,NA,NA,21%
60670043004,NA,NA,NA,NA,NA,34%
60670070041,NA,NA,NA,NA,NA,100%
60670070042,NA,NA,NA,NA,NA,100%
60670070111,NA,NA,NA,NA,NA,100%
60670070113,NA,NA,NA,NA,NA,100%
60670070122,NA,NA,NA,NA,NA,100%
60670070132,NA,NA,NA,NA,NA,100%
60670070151,NA,NA,NA,NA,NA,86%
60670070161,NA,NA,NA,NA,NA,100%
60670070162,NA,NA,NA,NA,NA,100%
60670070171,NA,NA,NA,NA,NA,100%
60670070172,NA,NA,NA,NA,NA,88%
60670070181,NA,NA,NA,NA,NA,100%
60670070182,NA,NA,NA,NA,NA,86%
60670070191,NA,NA,NA,NA,NA,100%
60670070202,NA,NA,NA,NA,NA,100%
60670071032,NA,NA,NA,NA,NA,100%
60670071041,NA,NA,NA,NA,NA,100%
60670071042,NA,NA,NA,NA,NA,100%
60670071052,NA,NA,NA,NA,NA,100%
60670071062,NA,NA,NA,NA,NA,100%
60670071063,NA,NA,NA,NA,NA,100%
60670071071,NA,NA,NA,NA,NA,100%
60670071072,NA,NA,NA,NA,NA,100%
60670095011,100%,100%,100%,100%,100%,100%
60670096011,100%,100%,100%,100%,100%,100%
60670096012,NA,NA,NA,NA,NA,18%
60670096013,NA,NA,NA,NA,NA,100%
60670096182,NA,NA,NA,25%,45%,52%
60670096191,NA,NA,NA,NA,NA,10%
60670096192,NA,NA,NA,NA,NA,3%
60670096221,NA,NA,NA,NA,NA,5%
60670096222,NA,NA,NA,NA,NA,93%
60670096351,NA,NA,NA,NA,1%,18%
60670096353,NA,NA,NA,9%,13%,14%
60670096381,NA,95%,97%,98%,99%,99%
60670096382,NA,NA,NA,29%,46%,46%
60670098001,100%,100%,100%,100%,100%,100%
60670099001,100%,100%,100%,100%,100%,100%
60670099002,100%,100%,100%,100%,100%,100%
60670099003,100%,100%,100%,100%,100%,100%
60670099004,99%,100%,100%,100%,100%,100%
60730050001,NA,NA,NA,NA,NA,1%
60730051002,NA,NA,NA,4%,27%,48%
60730054001,NA,NA,9%,33%,52%,59%
60730054002,NA,NA,NA,NA,NA,100%
60730054003,NA,NA,NA,NA,100%,100%
60730054004,NA,NA,NA,NA,54%,68%
60730058001,NA,NA,NA,1%,25%,28%
60730062001,NA,NA,NA,2%,19%,31%
60730063001,NA,NA,NA,NA,100%,100%
60730065001,NA,NA,NA,NA,90%,97%
60730065003,NA,NA,NA,NA,NA,100%
60730066001,NA,NA,NA,NA,100%,100%
60730068011,NA,NA,NA,NA,NA,36%
60730068021,NA,NA,NA,NA,NA,100%
60730068022,NA,NA,NA,NA,NA,100%
60730068023,NA,NA,NA,NA,NA,23%
60730071001,NA,NA,NA,NA,NA,NA
60730071003,NA,NA,NA,NA,NA,NA
60730073012,NA,NA,NA,NA,NA,NA
60730073013,NA,NA,NA,NA,NA,NA
60730075014,NA,NA,NA,NA,NA,NA
60730075022,NA,NA,NA,NA,NA,NA
60730076001,NA,NA,4%,12%,24%,26%
60730076002,NA,NA,NA,NA,NA,NA
60730076003,NA,NA,NA,5%,25%,25%
60730076004,NA,NA,NA,NA,NA,NA
60730076005,NA,NA,NA,NA,NA,NA
60730076006,NA,NA,NA,NA,NA,NA
60730076007,NA,NA,NA,NA,NA,NA
60730077011,NA,NA,NA,NA,NA,NA
60730078003,NA,NA,NA,NA,NA,100%
60730079051,NA,NA,NA,NA,NA,NA
60730079101,NA,NA,NA,NA,NA,NA
60730080033,NA,NA,NA,NA,NA,NA
60730080061,NA,NA,NA,NA,NA,NA
60730082002,NA,NA,NA,NA,NA,NA
60730083121,NA,NA,NA,NA,NA,NA
60730083124,NA,NA,NA,NA,NA,NA
60730083242,NA,NA,NA,NA,0%,5%
60730083273,NA,NA,NA,NA,NA,2%
60730083391,100%,100%,29%,2%,1%,0%
60730089021,NA,NA,NA,NA,NA,NA
60730099021,NA,NA,NA,NA,NA,NA
60730101031,NA,NA,28%,36%,23%,21%
60730101033,NA,NA,NA,NA,NA,NA
60730101071,NA,NA,NA,NA,NA,100%
60730101091,72%,NA,59%,78%,91%,92%
60730102001,NA,NA,11%,18%,29%,35%
60730102002,NA,NA,NA,NA,100%,100%
60730102005,NA,NA,NA,NA,NA,NA
60730105011,NA,NA,NA,NA,NA,NA
60730105024,NA,NA,NA,100%,96%,87%
60730106011,NA,NA,NA,NA,NA,NA
60730106012,NA,63%,81%,79%,84%,85%
60730109001,NA,NA,NA,NA,NA,1%
60730110001,NA,NA,NA,NA,NA,NA
60730111001,NA,NA,NA,NA,NA,NA
60730111003,NA,NA,NA,NA,NA,NA
60730113001,100%,100%,100%,100%,100%,100%
60730116022,NA,NA,NA,NA,NA,NA
60730124011,NA,NA,NA,NA,NA,NA
60730125021,56%,30%,37%,21%,18%,18%
60730126001,NA,NA,NA,14%,35%,38%
60730126004,NA,NA,NA,NA,NA,100%
60730131031,NA,NA,12%,13%,24%,28%
60730170292,NA,NA,NA,NA,100%,40%
60730171061,NA,NA,6%,29%,49%,54%
60730172001,NA,NA,NA,NA,NA,NA
60730172002,NA,NA,12%,32%,31%,37%
60730173032,NA,NA,NA,NA,NA,65%
60730173051,NA,NA,21%,6%,4%,4%
60730173052,NA,NA,NA,NA,NA,2%
60730174014,NA,NA,NA,NA,NA,11%
60730174043,NA,NA,84%,70%,60%,45%
60730176013,NA,NA,NA,NA,NA,15%
60730177011,NA,NA,NA,NA,NA,43%
60730178012,NA,NA,NA,NA,NA,NA
60730178014,NA,NA,NA,NA,NA,NA
60730178081,NA,NA,NA,NA,NA,2%
60730178101,NA,100%,50%,25%,0%,0%
60730178102,NA,NA,NA,NA,NA,NA
60730178131,NA,NA,NA,NA,NA,NA
60730178132,NA,NA,NA,NA,NA,10%
60730179001,NA,NA,NA,NA,NA,NA
60730179005,NA,NA,NA,NA,NA,NA
60730180001,NA,NA,NA,NA,NA,NA
60730180002,NA,NA,NA,NA,NA,NA
60730181003,NA,NA,NA,NA,NA,NA
60730181004,NA,NA,NA,NA,NA,NA
60730183001,NA,NA,NA,NA,NA,NA
60730183003,NA,NA,NA,NA,NA,NA
60730183004,NA,NA,NA,NA,NA,NA
60730184001,NA,NA,NA,NA,NA,NA
60730185043,NA,NA,NA,NA,NA,NA
60730185044,NA,NA,NA,100%,13%,6%
60730186031,NA,NA,NA,NA,NA,NA
60730186032,NA,NA,100%,100%,100%,100%
60730187001,100%,100%,100%,100%,100%,100%
60730214001,NA,NA,NA,NA,17%,40%
60730214002,NA,NA,NA,100%,100%,100%
60730214003,NA,NA,NA,NA,NA,5%
60730216001,NA,NA,NA,100%,100%,100%
60730216002,NA,NA,NA,NA,NA,NA
60730218001,NA,NA,NA,NA,NA,NA
60730218002,NA,NA,NA,NA,NA,89%
60730219001,NA,NA,NA,17%,28%,42%
60730219002,NA,NA,NA,13%,39%,65%
60730221001,NA,NA,NA,NA,2%,5%
60750101001,NA,NA,NA,19%,36%,33%
60750101002,NA,NA,NA,NA,27%,46%
60750102001,NA,NA,NA,NA,NA,NA
60750105001,NA,NA,NA,13%,32%,37%
60750105002,NA,NA,NA,23%,84%,88%
60750117001,NA,NA,NA,NA,100%,100%
60750126021,NA,NA,NA,NA,17%,29%
60750127001,NA,NA,NA,3%,6%,1%
60750178012,NA,NA,NA,NA,100%,100%
60750178021,NA,NA,NA,NA,100%,100%
60750179021,NA,NA,NA,NA,NA,NA
60750180001,NA,NA,NA,NA,100%,100%
60750180002,NA,NA,NA,100%,100%,100%
60750226001,NA,NA,NA,NA,NA,3%
60750231031,NA,NA,NA,NA,NA,NA
60750232002,NA,NA,NA,4%,47%,49%
60750234001,NA,NA,NA,NA,NA,100%
60750234002,NA,NA,NA,NA,NA,NA
60750352012,NA,NA,NA,NA,NA,NA
60750352021,NA,NA,NA,NA,NA,NA
60750354001,NA,NA,NA,NA,NA,NA
60750479012,100%,100%,100%,92%,41%,39%
60750601001,NA,28%,31%,55%,80%,82%
60750604001,NA,NA,NA,NA,100%,100%
60750607001,NA,NA,61%,64%,69%,68%
60750607002,NA,NA,NA,NA,NA,100%
60750607003,NA,NA,NA,NA,NA,100%
60750610001,NA,NA,80%,72%,54%,57%
60750615001,NA,NA,NA,12%,74%,80%
60750615003,NA,NA,NA,NA,100%,87%
60750615004,NA,NA,NA,NA,NA,100%
60750615006,NA,NA,NA,NA,NA,100%
60759806001,NA,NA,30%,53%,77%,81%
60759809001,NA,NA,NA,50%,68%,70%
60770001002,NA,NA,NA,NA,NA,16%
60770003001,NA,NA,NA,NA,71%,63%
60770003002,NA,NA,NA,NA,NA,11%
60770004011,NA,NA,NA,NA,100%,100%
60770004012,NA,NA,NA,NA,NA,100%
60770004013,NA,NA,NA,NA,100%,100%
60770004014,NA,NA,NA,NA,100%,100%
60770004024,NA,NA,NA,NA,NA,100%
60770007003,NA,NA,NA,NA,NA,NA
60770007004,NA,NA,NA,NA,100%,100%
60770008011,NA,NA,89%,93%,93%,93%
60770008012,NA,NA,41%,72%,87%,85%
60770008013,NA,NA,4%,59%,79%,77%
60770009001,NA,NA,NA,NA,100%,100%
60770009002,NA,NA,NA,NA,100%,100%
60770009003,NA,NA,NA,NA,100%,100%
60770009004,NA,NA,NA,NA,100%,100%
60770009005,NA,NA,NA,NA,100%,99%
60770010001,NA,NA,NA,NA,48%,96%
60770010002,NA,NA,NA,NA,100%,100%
60770010003,NA,NA,NA,NA,100%,98%
60770010004,NA,NA,NA,NA,46%,60%
60770011011,NA,NA,NA,NA,100%,97%
60770011012,NA,NA,NA,NA,100%,99%
60770011013,NA,NA,NA,NA,100%,100%
60770011021,NA,NA,NA,NA,100%,100%
60770011022,NA,NA,NA,NA,100%,100%
60770011023,NA,NA,NA,NA,100%,100%
60770011024,NA,NA,NA,NA,100%,100%
60770011025,NA,NA,NA,NA,100%,100%
60770012001,NA,NA,NA,NA,100%,99%
60770012002,NA,NA,NA,NA,100%,100%
60770012003,NA,NA,NA,NA,100%,100%
60770012004,NA,NA,NA,NA,100%,100%
60770013003,NA,NA,NA,NA,NA,100%
60770013004,NA,NA,NA,NA,NA,100%
60770014004,NA,NA,NA,NA,NA,NA
60770023002,NA,NA,NA,NA,NA,63%
60770024011,NA,NA,NA,100%,100%,100%
60770024012,NA,NA,NA,NA,100%,100%
60770024013,NA,NA,NA,10%,56%,63%
60770024021,NA,NA,NA,23%,58%,67%
60770024022,NA,NA,NA,NA,NA,56%
60770025031,NA,NA,NA,30%,55%,56%
60770025032,NA,NA,65%,80%,80%,80%
60770025041,NA,NA,NA,73%,82%,82%
60770025042,NA,NA,NA,100%,95%,90%
60770031061,NA,NA,NA,NA,NA,NA
60770031062,NA,NA,NA,NA,NA,NA
60770031063,NA,NA,NA,NA,NA,NA
60770031081,NA,NA,NA,NA,NA,NA
60770031082,NA,NA,NA,NA,NA,NA
60770031083,NA,NA,NA,NA,NA,NA
60770031091,NA,NA,100%,100%,100%,100%
60770031092,NA,NA,100%,100%,100%,100%
60770031093,NA,NA,100%,100%,100%,100%
60770031094,NA,NA,100%,100%,100%,100%
60770031101,NA,NA,100%,100%,100%,100%
60770031102,NA,NA,NA,NA,100%,100%
60770031103,NA,NA,NA,NA,100%,100%
60770031111,NA,NA,100%,100%,100%,100%
60770031112,NA,NA,100%,100%,100%,100%
60770031121,NA,NA,100%,100%,100%,100%
60770031122,NA,NA,100%,100%,100%,100%
60770031131,NA,NA,NA,100%,100%,98%
60770031132,NA,NA,100%,100%,96%,94%
60770031133,NA,NA,100%,98%,87%,83%
60770031134,NA,NA,100%,100%,100%,100%
60770031141,NA,NA,NA,NA,NA,NA
60770031142,NA,NA,NA,NA,NA,NA
60770031143,NA,NA,100%,25%,0%,0%
60770031144,100%,100%,100%,79%,55%,55%
60770032031,NA,NA,100%,100%,100%,100%
60770032032,NA,NA,100%,100%,100%,100%
60770032051,NA,NA,NA,100%,100%,100%
60770032052,NA,NA,100%,100%,100%,100%
60770032053,NA,NA,NA,100%,100%,100%
60770032081,NA,NA,100%,100%,100%,100%
60770032082,NA,NA,NA,100%,100%,100%
60770032083,NA,NA,NA,100%,100%,100%
60770032084,NA,NA,NA,100%,100%,100%
60770032093,NA,NA,NA,100%,100%,100%
60770032101,NA,NA,100%,100%,100%,100%
60770032102,NA,NA,100%,100%,100%,100%
60770032131,NA,NA,100%,100%,100%,100%
60770032132,NA,NA,100%,100%,100%,100%
60770032133,NA,NA,100%,100%,100%,100%
60770032134,NA,NA,100%,100%,100%,100%
60770032141,NA,NA,NA,22%,64%,67%
60770032142,NA,NA,100%,100%,100%,100%
60770032151,NA,NA,NA,NA,NA,NA
60770032152,NA,NA,NA,NA,NA,NA
60770032153,NA,NA,NA,NA,NA,NA
60770032161,NA,NA,100%,100%,100%,100%
60770032162,NA,NA,100%,100%,100%,100%
60770032171,NA,NA,100%,100%,100%,100%
60770032172,NA,NA,NA,NA,NA,NA
60770033071,NA,NA,NA,NA,NA,100%
60770033081,NA,NA,NA,NA,78%,71%
60770038011,NA,NA,NA,70%,83%,82%
60770038012,NA,NA,NA,62%,84%,85%
60770038013,NA,NA,100%,100%,100%,100%
60770038021,NA,NA,NA,63%,75%,75%
60770038022,NA,NA,100%,100%,100%,100%
60770038023,NA,NA,100%,100%,94%,91%
60770038031,NA,NA,NA,NA,100%,100%
60770038032,100%,100%,100%,100%,100%,100%
60770039001,100%,100%,100%,100%,100%,100%
60770039002,100%,100%,100%,100%,100%,100%
60770040011,100%,100%,100%,100%,100%,100%
60770040012,100%,100%,100%,100%,100%,100%
60770040021,NA,NA,NA,58%,75%,77%
60770041061,NA,NA,NA,NA,100%,100%
60770041062,NA,NA,NA,100%,100%,100%
60770046004,NA,NA,NA,NA,100%,100%
60770051061,100%,100%,100%,100%,100%,100%
60770051191,8%,50%,69%,80%,98%,98%
60770051192,NA,NA,NA,NA,NA,88%
60770051221,NA,NA,NA,18%,41%,54%
60770051272,NA,NA,NA,NA,NA,4%
60770052021,NA,98%,99%,99%,100%,100%
60770052061,NA,83%,85%,86%,87%,88%
60770052062,NA,11%,35%,48%,60%,65%
60770052063,NA,13%,30%,47%,68%,71%
60770055011,100%,100%,100%,98%,95%,95%
60790104032,100%,100%,100%,100%,100%,100%
60790104041,NA,NA,NA,100%,100%,100%
60790105032,NA,NA,NA,NA,NA,0%
60790105041,NA,NA,NA,NA,NA,NA
60790105042,NA,NA,NA,100%,100%,100%
60790105043,NA,100%,67%,36%,13%,10%
60790106021,NA,NA,NA,NA,NA,NA
60790106031,NA,NA,NA,NA,NA,NA
60790107011,NA,NA,NA,NA,NA,NA
60790107071,NA,NA,18%,22%,50%,62%
60790116002,100%,100%,100%,100%,100%,100%
60790116003,NA,NA,100%,100%,100%,100%
60790117042,NA,NA,NA,NA,100%,100%
60790121021,NA,NA,NA,NA,NA,NA
60790122002,NA,NA,100%,100%,86%,70%
60790123041,NA,NA,NA,NA,100%,100%
60790130001,100%,100%,100%,100%,100%,100%
60790130002,NA,NA,NA,NA,NA,100%
60816001001,NA,NA,NA,NA,NA,NA
60816010001,NA,NA,NA,100%,100%,100%
60816023001,NA,NA,NA,NA,NA,33%
60816031002,100%,100%,100%,100%,100%,100%
60816032004,NA,NA,NA,NA,100%,100%
60816041011,NA,NA,NA,NA,NA,100%
60816041013,NA,NA,NA,NA,NA,100%
60816042001,NA,NA,NA,NA,NA,64%
60816042002,NA,NA,NA,NA,NA,100%
60816042003,NA,NA,NA,NA,NA,94%
60816044001,NA,NA,NA,NA,NA,100%
60816044002,NA,NA,NA,NA,83%,59%
60816050001,NA,NA,NA,NA,100%,100%
60816051001,NA,NA,NA,NA,100%,100%
60816051002,NA,NA,NA,NA,100%,100%
60816054001,NA,NA,NA,NA,NA,100%
60816054002,NA,NA,NA,NA,100%,100%
60816054005,NA,NA,NA,NA,8%,37%
60816060001,NA,NA,NA,NA,100%,100%
60816061001,NA,NA,NA,NA,100%,100%
60816061002,NA,NA,NA,NA,100%,100%
60816061003,NA,NA,NA,NA,100%,100%
60816062001,NA,NA,NA,NA,100%,100%
60816062002,NA,NA,NA,NA,100%,100%
60816062003,NA,NA,NA,NA,100%,100%
60816062004,NA,NA,NA,NA,NA,100%
60816063001,NA,NA,NA,NA,100%,100%
60816066001,NA,NA,NA,NA,100%,100%
60816066002,NA,NA,NA,NA,100%,100%
60816075001,NA,NA,NA,NA,40%,77%
60816076001,NA,NA,NA,NA,100%,100%
60816076002,NA,NA,NA,NA,100%,100%
60816076003,NA,NA,NA,NA,100%,100%
60816076004,NA,NA,NA,NA,100%,100%
60816077011,NA,NA,NA,NA,100%,100%
60816077012,NA,NA,NA,NA,100%,100%
60816077013,NA,NA,NA,NA,100%,100%
60816077021,NA,NA,NA,NA,100%,100%
60816077022,NA,NA,NA,NA,100%,100%
60816078001,NA,NA,NA,NA,100%,100%
60816078002,NA,NA,NA,NA,100%,100%
60816079001,NA,NA,NA,NA,NA,NA
60816079002,NA,NA,NA,NA,NA,NA
60816079003,NA,NA,NA,NA,NA,NA
60816080011,NA,NA,NA,NA,NA,NA
60816080041,NA,NA,NA,NA,NA,NA
60816080044,NA,NA,NA,NA,NA,NA
60816080131,NA,NA,NA,NA,NA,NA
60816080132,NA,NA,NA,NA,NA,NA
60816080133,NA,NA,NA,NA,NA,NA
60816080232,NA,NA,NA,NA,NA,NA
60816081001,NA,NA,NA,NA,NA,NA
60816082001,NA,NA,NA,NA,NA,NA
60816083002,NA,NA,NA,NA,NA,NA
60816084001,NA,NA,NA,NA,100%,100%
60816084002,NA,NA,NA,NA,100%,100%
60816084003,NA,NA,NA,NA,100%,100%
60816085011,NA,NA,NA,NA,100%,100%
60816085012,NA,NA,NA,NA,100%,100%
60816085013,NA,NA,NA,NA,100%,100%
60816085014,NA,NA,NA,NA,100%,100%
60816085021,NA,NA,NA,NA,86%,93%
60816086001,NA,NA,NA,NA,100%,100%
60816086002,NA,NA,NA,NA,100%,100%
60816086003,NA,NA,NA,NA,100%,100%
60816091001,NA,NA,NA,NA,100%,100%
60816091002,NA,NA,NA,NA,44%,64%
60816101001,NA,NA,NA,NA,NA,100%
60816102011,NA,NA,NA,NA,100%,100%
60816102013,NA,NA,NA,NA,NA,100%
60816102014,NA,NA,NA,NA,NA,100%
60816102021,NA,NA,NA,NA,NA,100%
60816103021,NA,NA,NA,NA,21%,51%
60816103031,NA,NA,NA,NA,NA,NA
60816103032,NA,NA,NA,NA,100%,100%
60816103033,NA,NA,NA,NA,100%,100%
60816103034,82%,80%,75%,75%,100%,100%
60816103041,NA,NA,NA,NA,100%,100%
60816103042,NA,NA,NA,NA,100%,100%
60816103043,100%,100%,100%,100%,100%,100%
60816104001,NA,NA,NA,NA,NA,100%
60816104002,NA,NA,NA,NA,100%,100%
60816105001,NA,NA,NA,NA,NA,100%
60816116002,NA,NA,NA,NA,100%,100%
60816117001,NA,NA,NA,NA,100%,100%
60816117002,NA,NA,NA,NA,100%,100%
60816117003,NA,NA,NA,NA,100%,100%
60816117004,NA,NA,NA,NA,62%,76%
60816118001,NA,NA,NA,NA,54%,81%
60816118002,NA,NA,NA,NA,100%,100%
60816119002,NA,NA,NA,NA,NA,100%
60816119003,NA,NA,NA,NA,NA,100%
60816119004,NA,NA,NA,NA,NA,100%
60816119005,NA,NA,NA,NA,NA,100%
60816119006,NA,NA,NA,NA,NA,100%
60816135011,100%,100%,100%,100%,100%,35%
60816135022,NA,100%,100%,100%,100%,100%
60816135024,NA,NA,NA,NA,NA,NA
60816136001,NA,NA,NA,100%,100%,100%
60816136003,NA,NA,NA,NA,NA,100%
60816136004,NA,NA,NA,NA,1%,14%
60816138001,100%,100%,100%,100%,100%,100%
60816138002,100%,100%,100%,100%,100%,100%
60830008041,NA,NA,NA,NA,NA,NA
60830012061,NA,NA,NA,NA,NA,NA
60830012081,NA,NA,NA,NA,NA,NA
60830012082,NA,NA,NA,NA,NA,NA
60830012085,NA,NA,NA,NA,NA,NA
60830014021,NA,NA,NA,NA,NA,NA
60830016042,NA,NA,NA,0%,3%,3%
60830017062,NA,NA,NA,22%,49%,55%
60830025023,NA,100%,100%,100%,100%,100%
60830026061,NA,100%,100%,100%,100%,100%
60830029151,NA,100%,100%,94%,70%,72%
60830029221,NA,NA,NA,NA,100%,100%
60830029223,NA,NA,NA,NA,100%,100%
60830029224,NA,NA,NA,NA,NA,NA
60830029281,NA,NA,NA,100%,100%,100%
