,Hours lost (hours / person / year),,,,,
Tract ID,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
9001011100,8,34,76,108,145,169
9001011200,22,95,214,305,410,480
9001011300,11,46,104,148,199,232
9001020100,7,30,68,97,131,153
9001021900,6,26,58,82,110,129
9001022100,5,19,44,62,84,98
9001022200,6,26,58,82,110,129
9001022300,6,27,62,88,118,138
9001022400,16,68,153,218,293,343
9001030300,8,36,81,115,154,180
9001043600,7,32,71,101,136,159
9001043700,0,0,0,0,0,0
9001044100,0,0,0,0,0,0
9001044200,0,0,0,0,0,0
9001044300,5,22,49,70,94,110
9001044400,9,36,82,117,157,184
9001044600,10,43,97,137,185,216
9001050200,6,25,56,79,107,125
9001050400,10,42,94,134,180,211
9001050500,5,21,46,66,89,104
9001050600,8,35,78,111,150,175
9001060500,10,43,97,139,187,218
9001060600,12,50,113,161,216,253
9001060700,4,15,34,48,65,76
9001061400,9,39,89,126,170,199
9001061500,6,25,56,80,107,126
9001061600,5,23,51,73,98,114
9001070100,5,23,51,73,98,115
9001070200,7,32,72,102,137,161
9001070300,20,86,193,275,370,433
9001070400,19,82,186,264,356,416
9001070600,2,9,20,28,38,44
9001071000,7,32,72,102,137,160
9001074000,3,12,27,38,51,60
9001074300,1,5,10,15,20,23
9001074400,1,5,10,15,20,23
9001080400,1,4,8,11,15,18
9001080500,2,7,15,22,30,35
9001080600,2,8,19,27,36,42
9001080700,2,10,23,33,44,52
9001080800,1,5,10,15,20,23
9001081200,0,0,0,0,0,0
9001081300,0,0,0,0,0,0
9001110100,0,0,0,0,0,0
9001110201,0,0,0,0,0,0
9001110202,0,0,0,0,0,0
9001110600,0,0,0,0,0,0
9003473601,0,0,0,0,0,0
9003473700,0,0,0,0,0,0
9003484100,0,0,0,0,0,0
9003487300,0,0,0,0,0,0
9003490100,0,0,0,0,0,0
9003492100,0,0,0,0,0,0
9003500700,0,0,0,0,0,0
9003502100,0,0,0,0,0,0
9003502500,0,0,0,0,0,0
9003510100,0,0,0,0,0,0
9003510200,0,0,0,0,0,0
9003510400,0,0,0,0,0,0
9003510600,0,0,0,0,0,0
9003510800,0,0,0,0,0,0
9003520302,0,0,0,0,0,0
9003520400,0,0,0,0,0,0
9003520501,0,0,0,0,0,0
9007541100,0,0,0,0,0,0
9007541200,0,0,0,0,0,0
9007541300,0,0,0,0,0,0
9007541401,0,0,0,0,0,0
9007541402,0,0,0,0,0,0
9007541600,0,0,0,0,0,0
9007541700,0,0,0,0,0,0
9007550202,0,0,0,0,0,0
9007560100,0,0,0,0,0,0
9007560200,0,0,0,0,0,0
9007570100,0,0,0,0,0,0
9007570200,0,0,0,0,0,0
9007570300,0,0,0,0,0,0
9007590100,0,0,0,0,0,0
9007595101,0,0,0,0,0,0
9007595102,0,0,0,0,0,0
9007600100,0,0,0,0,0,0
9007610100,7,51,120,164,183,184
9007610200,4,29,67,92,103,103
9007620100,3,23,55,75,84,84
9007630100,0,0,0,0,0,0
9007670100,0,0,0,0,0,0
9007670200,0,0,0,0,0,0
9007680100,2,15,36,49,55,55
9007680200,0,0,0,0,0,0
9009120100,0,0,0,0,0,0
9009120200,0,0,0,0,0,0
9009125200,0,0,0,0,0,0
9009125300,0,0,0,0,0,0
9009140200,44,195,440,628,844,989
9009140400,12,53,120,170,229,268
9009140500,12,54,121,172,232,271
9009140800,11,47,107,152,205,240
9009142100,27,119,268,382,514,602
9009142200,27,120,271,387,520,609
9009142300,8,34,76,109,147,172
9009142400,7,30,68,96,129,152
9009142500,7,31,70,99,133,156
9009142601,7,30,67,95,128,150
9009142604,13,59,133,190,255,299
9009142700,6,25,56,80,108,126
9009142800,10,46,103,147,197,231
9009150100,4,17,38,55,74,86
9009150200,5,22,50,71,95,112
9009150300,4,19,42,60,81,94
9009150400,4,19,44,62,84,98
9009150500,4,18,40,56,76,89
9009150600,2,11,24,34,46,54
9009150700,4,17,38,54,73,85
9009150800,4,20,45,64,86,100
9009150900,4,20,44,63,85,100
9009151000,4,19,42,60,81,95
9009151100,2,11,25,35,48,56
9009151200,5,24,53,76,102,120
9009154100,5,24,53,76,102,119
9009154500,10,44,99,141,190,223
9009154700,9,40,90,129,173,202
9009154800,5,22,51,72,97,114
9009154900,11,48,107,153,206,241
9009155000,8,36,82,117,157,184
9009155100,14,61,137,196,263,308
9009157300,5,23,52,74,100,117
9009165100,10,44,100,142,191,224
9009167100,5,23,51,73,98,115
9009167201,10,44,100,142,191,224
9009167202,7,32,72,103,138,162
9009167300,6,26,60,85,114,134
9009180100,6,27,61,86,116,136
9009180200,7,31,70,100,134,157
9009180300,18,79,177,253,340,398
9009184100,8,36,81,115,154,181
9009184200,10,43,96,138,185,217
9009184300,9,42,94,133,179,210
9009184400,13,58,131,187,252,295
9009184500,5,21,47,66,89,104
9009184600,11,47,105,150,201,236
9009190100,9,39,88,125,168,197
9009190200,8,36,80,114,154,180
9009190301,4,18,41,59,79,93
9009194100,6,25,57,81,109,127
9009194201,4,17,37,53,71,84
9009361500,5,23,51,73,98,114
9011650100,0,0,0,0,0,0
9011660101,0,0,0,0,0,0
9011660102,0,0,0,0,0,0
9011690500,0,0,0,0,0,0
9011690700,0,0,0,0,0,0
9011690900,0,0,0,0,0,0
9011693300,0,0,0,0,0,0
9011693400,0,0,0,0,0,0
9011693500,0,0,0,0,0,0
9011693600,0,0,0,0,0,0
9011696400,0,0,0,0,0,0
9011696700,0,0,0,0,0,0
9011696800,0,0,0,0,0,0
9011697000,0,0,0,0,0,0
9011700100,0,0,0,0,0,0
9011701200,0,0,0,0,0,0
9011702100,0,0,0,0,0,0
9011702400,0,0,0,0,0,0
9011702500,0,0,0,0,0,0
9011702600,0,0,0,0,0,0
9011702700,0,0,0,0,0,0
9011702800,0,0,0,0,0,0
9011702900,0,0,0,0,0,0
9011703000,0,0,0,0,0,0
9011705101,0,0,0,0,0,0
9011705200,0,0,0,0,0,0
9011705300,0,0,0,0,0,0
9011705400,0,0,0,0,0,0
9011870300,0,0,0,0,0,0
9011870501,0,0,0,0,0,0
9011870502,0,0,0,0,0,0
9011870701,0,0,0,0,0,0
9011870703,0,0,0,0,0,0
9011870704,0,0,0,0,0,0
9011980000,0,0,0,0,0,0
10001040201,2,9,19,28,40,45
10001040203,3,15,33,49,68,77
10001040501,3,13,29,42,59,66
10001040502,8,40,89,130,182,204
10001041000,16,75,167,244,341,383
10001041100,24,116,258,378,528,593
10001041200,5,26,57,83,116,130
10001041702,5,23,51,74,104,116
10001042201,8,39,87,127,177,199
10001042202,11,52,116,170,237,266
10001042500,5,24,54,78,110,123
10001042800,5,25,56,82,114,128
10001042900,4,20,44,64,89,100
10001043202,30,144,319,466,652,731
10001043400,23,110,244,357,500,560
10003000602,30,162,338,479,656,785
10003000900,42,229,479,679,930,1113
10003001902,93,506,1057,1499,2054,2459
10003002700,71,387,808,1146,1571,1880
10003002900,48,261,547,775,1062,1271
10003003002,26,142,298,422,578,692
10003010104,16,90,187,265,364,435
10003010502,13,69,144,204,280,335
10003010702,16,86,180,255,350,418
10003012700,48,260,543,770,1055,1262
10003012900,40,220,459,651,893,1068
10003013614,10,54,112,159,218,260
10003013615,8,44,92,131,179,214
10003013800,33,179,374,530,727,870
10003013904,13,73,153,217,298,356
10003014805,1,6,12,18,24,29
10003014810,8,46,96,136,186,223
10003014907,24,129,269,381,523,626
10003015000,37,200,418,592,812,972
10003015100,53,290,607,860,1179,1411
10003015200,34,183,383,542,744,890
10003015400,66,358,749,1061,1455,1741
10003015502,67,363,760,1077,1476,1766
10003015802,86,469,980,1390,1905,2280
10003015900,48,260,543,769,1054,1262
10003016000,73,396,828,1174,1610,1926
10003016100,99,540,1129,1601,2195,2626
10003016200,79,431,901,1277,1750,2094
10003016302,20,107,224,318,436,521
10003016305,23,123,257,365,500,598
10003016401,11,58,122,172,236,283
10003016404,56,303,633,898,1231,1473
10003016601,3,19,39,56,76,91
10003016602,7,37,77,109,149,178
10003016604,3,17,35,50,69,82
10003016608,13,73,153,217,297,355
10003016804,8,41,85,121,166,199
10003016901,10,56,116,165,226,271
10003016904,10,54,113,160,220,263
10003980100,0,0,0,0,0,0
10005050103,32,146,314,456,633,702
10005050104,7,32,68,99,137,152
10005050105,14,64,138,201,278,309
10005050401,8,35,74,108,150,166
10005050403,8,36,78,113,157,174
10005050406,3,15,33,47,66,73
10005050407,5,24,53,77,106,118
10005050408,7,30,65,94,130,145
10005050601,3,14,29,43,59,65
10005050602,1,6,13,19,26,29
10005050701,8,37,79,115,159,177
10005050703,15,68,146,212,294,326
10005050704,12,58,124,180,250,277
10005050705,21,99,213,309,429,476
10005050706,106,491,1056,1535,2128,2361
10005050801,46,212,456,663,919,1020
10005050802,59,274,590,857,1188,1318
10005050803,43,199,427,621,860,955
10005050901,134,619,1331,1934,2681,2975
10005050902,69,317,683,992,1375,1526
10005051003,52,242,520,756,1048,1163
10005051004,60,275,593,861,1194,1325
10005051005,56,260,560,813,1128,1251
10005051006,90,414,891,1294,1794,1991
10005051007,59,270,582,845,1172,1300
10005051101,351,1619,3483,5061,7017,7786
10005051102,170,784,1686,2450,3397,3769
10005051103,196,903,1942,2822,3913,4341
10005051201,128,589,1268,1842,2554,2834
10005051202,209,963,2072,3010,4174,4631
10005051203,287,1323,2846,4135,5733,6361
10005051204,352,1622,3491,5072,7032,7803
10005051205,309,1427,3071,4462,6187,6865
10005051301,32,147,317,460,638,708
10005051302,58,269,579,841,1166,1294
10005051303,40,186,400,581,806,894
10005051305,73,337,726,1054,1462,1622
10005051306,71,327,703,1022,1416,1572
10005051500,35,163,351,511,708,785
10005051701,9,40,86,125,173,192
10005051801,6,27,58,85,118,130
10005051802,6,27,58,84,116,129
11001000100,52,259,532,766,907,919
11001000801,0,0,0,0,0,0
11001000902,0,0,0,0,0,0
11001005600,42,208,427,615,728,738
11001006202,4795,23779,48846,70387,83330,84401
11001006400,112,555,1141,1644,1946,1971
11001006804,108,538,1104,1591,1884,1908
11001007100,88,435,894,1288,1525,1544
11001007200,50,246,505,727,861,872
11001007301,61,301,618,890,1053,1067
11001007401,153,761,1562,2251,2665,2699
11001007601,58,287,590,851,1007,1020
11001007708,88,437,898,1294,1532,1551
11001007709,119,592,1216,1752,2075,2101
11001009000,73,363,745,1074,1272,1288
11001009601,107,532,1092,1574,1864,1887
11001009602,73,360,740,1067,1263,1279
11001009604,115,570,1171,1687,1997,2023
11001010200,101,501,1029,1482,1755,1777
11001010900,75,374,767,1106,1309,1326
11001011000,69,341,700,1008,1194,1209
11001011100,48,240,492,709,840,851
12005000201,2,22,53,62,63,63
12005000202,2,18,44,51,52,52
12005000300,2,15,36,43,43,43
12005000400,1,13,30,35,36,36
12005000500,2,20,48,56,57,57
12005000600,2,14,34,40,40,40
12005000700,1,6,15,18,19,19
12005000804,1,10,25,29,30,30
12005000805,0,0,0,0,0,0
12005000806,1,6,13,16,16,16
12005000900,1,5,12,14,14,14
12005001000,0,0,0,0,0,0
12005001100,2,23,54,64,65,65
12005001301,2,20,47,55,57,57
12005001402,2,15,36,42,43,43
12005001403,6,51,123,144,147,147
12005001404,2,14,34,40,41,41
12005001501,2,21,49,58,59,59
12005001600,4,34,81,95,97,97
12005001700,4,39,93,109,111,111
12005001800,0,0,0,0,0,0
12005001900,0,0,0,0,0,0
12005002000,8,77,184,216,220,220
12005002200,3,23,56,66,67,67
12005002300,3,28,68,80,82,82
12005002400,3,27,65,76,78,78
12005002500,4,32,77,91,92,92
12005002601,5,45,107,126,128,128
12005002604,0,0,0,0,0,0
12005002605,0,0,0,0,0,0
12005002606,0,0,0,0,0,0
12005002607,0,0,0,0,0,0
12005002608,0,0,0,0,0,0
12005002701,0,0,0,0,0,0
12005002702,0,0,0,0,0,0
12005002703,0,0,0,0,0,0
12005002704,0,0,0,0,0,0
12005002705,0,0,0,0,0,0
12009060101,0,2,5,8,12,13
12009060300,0,0,0,0,0,0
12009060400,0,0,0,0,0,0
12009060700,0,0,0,0,0,0
12009061201,0,0,0,0,0,0
12009061202,0,0,0,0,0,0
12009062106,0,0,0,0,0,0
12009062107,0,0,0,0,0,0
12009062800,0,0,0,0,0,0
12009064124,6,34,98,161,238,268
12009064127,3,21,61,100,148,166
12009064201,13,78,222,364,539,607
12009064202,9,53,152,248,368,415
12009064301,4,27,78,127,189,212
12009064302,4,26,73,119,177,199
12009064800,9,55,155,254,377,425
12009064901,0,0,0,0,0,0
12009064902,0,0,0,0,0,0
12009065122,0,0,0,0,0,0
12009065123,0,0,0,0,0,0
12009065201,0,0,0,0,0,0
12009065202,0,0,0,0,0,0
12009065231,0,0,0,0,0,0
12009065234,0,0,0,0,0,0
12009065235,0,0,0,0,0,0
12009065236,0,0,0,0,0,0
12009066101,0,0,0,0,0,0
12009066103,0,0,0,0,0,0
12009066104,0,0,0,0,0,0
12009066200,10,59,169,277,410,462
12009066301,4,23,67,109,162,182
12009066302,6,35,98,161,239,269
12009066400,6,36,102,166,247,278
12009066500,7,42,118,194,287,323
12009066600,6,40,113,186,276,311
12009066700,5,32,92,151,224,252
12009066800,16,101,287,471,699,787
12009066900,4,23,66,108,161,181
12009067100,18,110,312,511,758,854
12009068101,0,0,0,0,0,0
12009068102,0,0,0,0,0,0
12009068200,0,0,0,0,0,0
12009068300,0,0,0,0,0,0
12009068400,0,0,0,0,0,0
12009068501,0,0,0,0,0,0
12009068502,0,0,0,0,0,0
12009068601,0,0,0,0,0,0
12009068602,0,0,0,0,0,0
12009069100,0,0,0,0,0,0
12009069200,0,0,0,0,0,0
12009069300,0,0,0,0,0,0
12009069400,4,25,70,115,171,192
12009069700,0,0,0,0,0,0
12009069801,0,0,0,0,0,0
12009069802,0,0,0,0,0,0
12009069901,0,1,2,4,6,7
12009069902,0,0,0,0,0,0
12009071100,0,2,5,8,12,13
12009071400,0,0,0,0,0,0
12009071500,0,0,0,0,0,0
12009071600,0,0,0,0,0,0
12009980000,0,0,0,0,0,0
12009980100,0,0,0,0,0,0
12011010102,0,0,0,0,0,0
12011010103,0,0,0,0,0,0
12011010104,0,0,0,0,0,0
12011010200,0,0,0,0,0,0
12011010307,0,0,0,0,0,0
12011010405,0,0,0,0,0,0
12011010406,0,0,0,0,0,0
12011010800,0,0,0,0,0,0
12011010901,0,0,0,0,0,0
12011010902,0,0,0,0,0,0
12011011000,0,0,0,0,0,0
12011020103,0,0,0,0,0,0
12011020210,0,0,0,0,0,0
12011020318,0,0,0,0,0,0
12011020319,0,0,0,0,0,0
12011020321,0,0,0,0,0,0
12011020322,0,0,0,0,0,0
12011020406,0,0,0,0,0,0
12011020409,0,0,0,0,0,0
12011020415,0,0,0,0,0,0
12011030100,0,0,0,0,0,0
12011030202,0,0,0,0,0,0
12011030203,0,0,0,0,0,0
12011030401,0,0,0,0,0,0
12011030402,0,0,0,0,0,0
12011030500,0,0,0,0,0,0
12011030600,0,0,0,0,0,0
12011030801,21,207,580,845,913,913
12011030802,18,178,500,728,787,787
12011030902,61,598,1677,2444,2641,2641
12011030903,42,415,1164,1696,1833,1833
12011030904,25,251,703,1025,1107,1107
12011031001,0,0,0,0,0,0
12011031002,27,265,743,1083,1170,1170
12011031101,0,0,0,0,0,0
12011031102,0,0,0,0,0,0
12011031202,18,180,505,736,795,795
12011031203,0,0,0,0,0,0
12011031204,0,0,0,0,0,0
12011031205,0,0,0,0,0,0
12011040101,122,1203,3375,4919,5316,5316
12011040102,66,652,1830,2667,2882,2882
12011040203,114,1125,3158,4602,4973,4973
12011040204,71,699,1961,2858,3088,3088
12011040205,35,348,976,1423,1537,1538
12011040206,71,695,1951,2843,3072,3072
12011040300,43,424,1190,1734,1874,1874
12011040401,81,796,2234,3255,3518,3518
12011040402,65,643,1805,2630,2842,2842
12011040502,73,721,2022,2947,3185,3185
12011040503,100,988,2773,4041,4367,4367
12011040504,63,617,1732,2524,2728,2728
12011040601,74,726,2036,2967,3206,3207
12011040602,72,709,1989,2899,3133,3133
12011040701,99,977,2743,3997,4319,4319
12011040702,59,585,1641,2391,2584,2584
12011040801,45,439,1233,1796,1941,1941
12011040802,55,540,1514,2206,2385,2385
12011040901,45,445,1248,1819,1966,1966
12011040902,62,613,1720,2506,2708,2708
12011041000,72,705,1979,2885,3117,3118
12011041100,49,486,1363,1986,2146,2146
12011041200,49,482,1352,1971,2130,2130
12011041300,27,264,740,1078,1165,1166
12011041400,71,695,1949,2840,3070,3070
12011041500,57,564,1583,2307,2493,2493
12011041600,40,391,1098,1600,1729,1729
12011041700,56,552,1548,2256,2438,2438
12011041801,134,1322,3709,5405,5842,5842
12011041802,67,658,1847,2692,2910,2910
12011041900,76,748,2099,3059,3306,3306
12011042000,80,783,2198,3203,3462,3462
12011042100,123,1206,3383,4930,5328,5328
12011042200,108,1059,2972,4332,4681,4681
12011042301,70,692,1941,2828,3056,3057
12011042302,227,2232,6264,9129,9866,9866
12011042400,173,1700,4770,6951,7512,7513
12011042500,34,338,949,1383,1495,1495
12011042600,45,446,1252,1824,1972,1972
12011042700,48,474,1330,1939,2095,2095
12011042800,35,346,970,1414,1528,1528
12011042900,25,243,681,993,1073,1073
12011043001,91,899,2523,3677,3973,3974
12011043002,18,181,508,741,801,801
12011043100,57,566,1588,2314,2500,2500
12011043301,54,531,1489,2170,2345,2345
12011043302,122,1199,3364,4903,5298,5299
12011050100,40,390,1094,1594,1723,1723
12011050204,32,313,879,1281,1385,1385
12011050206,32,316,885,1290,1394,1394
12011050207,29,281,788,1148,1241,1241
12011050208,38,374,1049,1529,1652,1652
12011050301,21,204,571,833,900,900
12011050306,0,0,0,0,0,0
12011050307,27,267,750,1093,1181,1181
12011050308,58,573,1608,2344,2533,2533
12011050310,0,0,0,0,0,0
12011050311,0,0,0,0,0,0
12011050312,0,0,0,0,0,0
12011050401,45,439,1231,1794,1938,1938
12011050402,45,444,1246,1815,1962,1962
12011050501,51,497,1395,2033,2197,2198
12011050502,41,404,1135,1654,1787,1787
12011050601,55,545,1530,2229,2409,2409
12011050602,56,554,1556,2267,2450,2450
12011050701,48,468,1313,1914,2068,2068
12011050702,33,322,904,1317,1423,1424
12011050800,37,359,1009,1470,1589,1589
12011050900,38,373,1048,1527,1651,1651
12011051001,60,588,1649,2403,2597,2597
12011051002,74,733,2056,2997,3239,3239
12011060105,0,0,0,0,0,0
12011060109,0,0,0,0,0,0
12011060111,0,0,0,0,0,0
12011060112,0,0,0,0,0,0
12011060113,0,0,0,0,0,0
12011060114,0,0,0,0,0,0
12011060115,0,0,0,0,0,0
12011060116,0,0,0,0,0,0
12011060117,0,0,0,0,0,0
12011060118,0,0,0,0,0,0
12011060119,0,0,0,0,0,0
12011060120,0,0,0,0,0,0
12011060121,0,0,0,0,0,0
12011060122,0,0,0,0,0,0
12011060123,0,0,0,0,0,0
12011060124,0,0,0,0,0,0
12011060125,0,0,0,0,0,0
12011060126,0,0,0,0,0,0
12011060127,0,0,0,0,0,0
12011060128,0,0,0,0,0,0
12011060203,0,0,0,0,0,0
12011060206,0,0,0,0,0,0
12011060207,0,0,0,0,0,0
12011060208,0,0,0,0,0,0
12011060209,0,0,0,0,0,0
12011060210,0,0,0,0,0,0
12011060211,0,0,0,0,0,0
12011060212,0,0,0,0,0,0
12011060213,0,0,0,0,0,0
12011060302,0,0,0,0,0,0
12011060303,0,0,0,0,0,0
12011060304,0,0,0,0,0,0
12011060305,0,0,0,0,0,0
12011060306,0,0,0,0,0,0
12011060401,2,18,51,75,81,81
12011060402,1,13,36,53,57,57
12011060403,13,131,367,535,578,578
12011060501,0,0,0,0,0,0
12011060503,0,0,0,0,0,0
12011060504,0,0,0,0,0,0
12011060505,0,0,0,0,0,0
12011060603,0,0,0,0,0,0
12011060605,0,0,0,0,0,0
12011060606,0,0,0,0,0,0
12011060607,0,0,0,0,0,0
12011060608,0,0,0,0,0,0
12011060609,0,0,0,0,0,0
12011060700,3,25,70,101,110,110
12011060801,73,716,2009,2927,3163,3163
12011060802,14,142,399,582,629,629
12011060900,2,20,56,81,88,88
12011061001,2,19,54,79,85,85
12011061002,0,0,0,0,0,0
12011061100,16,159,446,650,702,702
12011070101,8,80,224,326,352,352
12011070102,54,530,1488,2169,2344,2344
12011070204,1,7,19,28,31,31
12011070205,0,0,0,0,0,0
12011070207,0,0,0,0,0,0
12011070208,0,0,0,0,0,0
12011070209,0,0,0,0,0,0
12011070210,0,0,0,0,0,0
12011070211,0,0,0,0,0,0
12011070304,0,0,0,0,0,0
12011070305,0,0,0,0,0,0
12011070306,0,0,0,0,0,0
12011070310,0,0,0,0,0,0
12011070311,0,0,0,0,0,0
12011070312,0,0,0,0,0,0
12011070313,0,0,0,0,0,0
12011070314,0,0,0,0,0,0
12011070315,0,0,0,0,0,0
12011070316,0,0,0,0,0,0
12011070317,0,0,0,0,0,0
12011070318,0,0,0,0,0,0
12011070319,0,0,0,0,0,0
12011070320,0,0,0,0,0,0
12011070321,0,0,0,0,0,0
12011070322,0,0,0,0,0,0
12011070401,0,0,0,0,0,0
12011070402,0,0,0,0,0,0
12011070403,0,0,0,0,0,0
12011070404,0,0,0,0,0,0
12011070405,0,0,0,0,0,0
12011070501,0,0,0,0,0,0
12011070502,0,0,0,0,0,0
12011070601,1,8,21,31,33,33
12011070602,2,16,44,64,69,69
12011080101,23,225,631,920,994,994
12011080102,65,638,1792,2611,2822,2822
12011080103,78,769,2158,3145,3399,3399
12011080200,321,3164,8877,12937,13981,13981
12011080402,51,499,1401,2042,2206,2207
12011080403,17,167,468,682,737,737
12011080405,38,379,1063,1549,1674,1674
12011080406,22,215,602,877,948,948
12011080500,17,164,461,672,727,727
12011090101,21,205,576,839,907,907
12011090102,155,1528,4288,6249,6753,6754
12011090200,31,303,850,1239,1339,1339
12011090301,40,397,1114,1624,1755,1755
12011090302,18,174,487,710,767,767
12011090401,23,225,633,922,996,996
12011090404,21,205,574,837,905,905
12011090502,16,156,438,638,690,690
12011090503,42,417,1170,1705,1842,1842
12011090504,37,368,1033,1505,1627,1627
12011090601,0,0,0,0,0,0
12011090602,7,66,185,270,292,292
12011090700,3,26,72,105,114,114
12011090801,26,253,709,1034,1117,1117
12011090802,25,243,682,994,1074,1074
12011090900,20,193,541,789,852,852
12011091000,26,252,706,1029,1112,1112
12011091201,4,39,109,159,172,172
12011091202,11,105,296,431,466,466
12011091300,0,0,0,0,0,0
12011091400,9,91,254,370,400,400
12011091500,9,92,259,377,407,407
12011091600,14,142,398,580,627,627
12011091702,18,172,484,705,762,762
12011091802,24,240,674,983,1062,1062
12011091901,28,276,774,1129,1220,1220
12011091902,24,237,665,970,1048,1048
12011092000,27,266,746,1087,1175,1175
12011100101,12,117,329,479,518,518
12011100103,19,186,522,761,823,823
12011100104,21,207,580,846,914,914
12011100105,21,202,568,828,894,894
12011100201,46,452,1270,1850,1999,1999
12011100202,17,168,472,689,744,744
12011100300,8,80,225,328,354,354
12011100400,13,129,363,529,572,572
12011100501,90,883,2477,3610,3901,3902
12011100502,17,170,478,696,752,752
12011100600,11,106,298,435,470,470
12011100700,11,107,300,438,473,473
12011100801,15,152,426,620,671,671
12011100802,6,63,178,260,281,281
12011110100,8,80,224,327,353,353
12011110301,0,0,0,0,0,0
12011110302,0,0,0,0,0,0
12011110303,0,0,0,0,0,0
12011110307,0,0,0,0,0,0
12011110308,0,0,0,0,0,0
12011110309,0,0,0,0,0,0
12011110311,0,0,0,0,0,0
12011110312,0,0,0,0,0,0
12011110313,0,0,0,0,0,0
12011110319,0,0,0,0,0,0
12011110320,0,0,0,0,0,0
12011110321,0,0,0,0,0,0
12011110322,0,0,0,0,0,0
12011110323,0,0,0,0,0,0
12011110324,0,0,0,0,0,0
12011110325,0,0,0,0,0,0
12011110326,0,0,0,0,0,0
12011110327,0,0,0,0,0,0
12011110328,0,0,0,0,0,0
12011110330,0,0,0,0,0,0
12011110331,0,0,0,0,0,0
12011110332,0,0,0,0,0,0
12011110333,0,0,0,0,0,0
12011110334,0,0,0,0,0,0
