Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
2.2106E+11,0%,0%,0%,0%,0%,1%
2.2106E+11,0%,1%,2%,4%,3%,7%
2.2106E+11,0%,0%,0%,0%,0%,0%
2.2106E+11,0%,0%,1%,1%,2%,4%
2.2106E+11,0%,0%,0%,0%,0%,1%
2.2106E+11,0%,1%,1%,2%,2%,3%
2.2106E+11,2%,9%,20%,31%,37%,45%
2.2106E+11,0%,2%,4%,6%,9%,13%
2.2106E+11,2%,4%,5%,7%,9%,11%
2.2106E+11,1%,3%,4%,8%,12%,18%
2.2106E+11,0%,1%,2%,5%,6%,7%
2.2109E+11,0%,1%,2%,7%,22%,36%
2.2109E+11,2%,11%,25%,36%,47%,57%
2.2109E+11,3%,26%,45%,67%,80%,84%
2.2109E+11,0%,0%,0%,1%,4%,8%
2.2109E+11,1%,2%,6%,12%,19%,27%
2.2109E+11,0%,1%,7%,16%,33%,56%
2.2109E+11,0%,0%,2%,15%,45%,68%
2.2109E+11,0%,1%,10%,31%,48%,61%
2.2109E+11,0%,4%,11%,16%,20%,32%
2.2109E+11,0%,0%,5%,13%,25%,47%
2.2109E+11,1%,6%,20%,38%,45%,52%
2.2109E+11,0%,2%,17%,43%,59%,70%
2.2109E+11,2%,13%,25%,42%,58%,67%
2.2109E+11,0%,3%,6%,13%,31%,41%
2.2109E+11,0%,0%,4%,9%,21%,26%
2.2109E+11,0%,0%,0%,0%,23%,60%
2.2109E+11,0%,0%,0%,0%,15%,39%
2.2109E+11,0%,0%,0%,0%,4%,14%
2.2109E+11,0%,0%,0%,0%,0%,0%
2.2109E+11,0%,1%,3%,4%,4%,4%
2.2109E+11,0%,0%,0%,0%,2%,9%
2.2109E+11,0%,0%,0%,0%,4%,17%
2.2109E+11,0%,1%,1%,1%,1%,1%
2.2109E+11,0%,1%,2%,3%,3%,3%
2.2109E+11,2%,15%,30%,56%,64%,64%
2.2109E+11,0%,0%,0%,0%,3%,6%
2.2109E+11,0%,0%,0%,0%,15%,52%
2.2109E+11,0%,0%,0%,0%,0%,1%
2.2109E+11,0%,0%,0%,0%,0%,7%
2.2109E+11,2%,15%,35%,51%,54%,54%
2.2109E+11,0%,0%,1%,9%,18%,21%
2.2109E+11,1%,12%,24%,37%,55%,59%
2.2109E+11,1%,10%,40%,71%,86%,91%
2.2109E+11,0%,5%,24%,53%,79%,88%
2.2109E+11,3%,6%,7%,47%,81%,85%
2.2109E+11,0%,0%,2%,15%,72%,81%
2.2109E+11,0%,0%,0%,8%,38%,43%
2.2109E+11,0%,2%,3%,10%,30%,43%
2.2109E+11,1%,7%,26%,53%,75%,78%
2.2109E+11,0%,0%,0%,6%,37%,54%
2.2109E+11,0%,0%,0%,0%,22%,50%
2.2109E+11,0%,2%,11%,22%,52%,70%
2.2109E+11,0%,0%,0%,3%,27%,32%
2.2109E+11,0%,0%,7%,20%,51%,66%
2.2109E+11,0%,0%,0%,0%,17%,46%
2.2109E+11,0%,0%,0%,0%,19%,50%
2.2109E+11,0%,0%,0%,8%,24%,34%
2.2109E+11,0%,0%,0%,1%,19%,30%
2.2109E+11,0%,2%,7%,14%,34%,48%
2.2109E+11,4%,24%,40%,51%,54%,55%
2.2109E+11,7%,38%,55%,61%,61%,61%
2.2109E+11,0%,2%,13%,29%,49%,56%
2.2109E+11,4%,21%,25%,26%,26%,26%
2.2109E+11,3%,10%,10%,10%,10%,10%
2.2109E+11,4%,12%,14%,14%,14%,14%
2.2109E+11,3%,16%,29%,38%,43%,43%
2.2109E+11,2%,14%,31%,42%,45%,45%
2.2109E+11,2%,4%,5%,5%,5%,5%
2.2109E+11,0%,1%,1%,1%,1%,1%
2.2109E+11,0%,2%,4%,4%,4%,4%
2.2109E+11,2%,6%,7%,7%,7%,7%
2.2109E+11,7%,32%,42%,49%,56%,58%
2.2109E+11,0%,5%,8%,8%,8%,8%
2.2109E+11,7%,31%,42%,44%,45%,45%
2.2109E+11,0%,0%,0%,0%,0%,0%
2.2109E+11,4%,22%,31%,35%,35%,35%
2.2109E+11,6%,32%,53%,59%,60%,60%
2.2109E+11,4%,21%,34%,38%,38%,38%
2.2109E+11,0%,0%,5%,23%,44%,44%
2.2109E+11,3%,18%,33%,52%,70%,79%
2.2109E+11,0%,0%,2%,17%,57%,45%
2.2109E+11,6%,24%,26%,26%,26%,26%
2.2109E+11,7%,36%,47%,50%,50%,51%
2.2109E+11,4%,26%,43%,55%,66%,71%
2.2109E+11,3%,28%,48%,62%,73%,75%
2.2109E+11,0%,1%,6%,19%,47%,60%
2.2109E+11,0%,0%,0%,2%,33%,57%
2.2114E+11,0%,0%,0%,0%,0%,1%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,1%,2%,4%,5%
2.2114E+11,0%,9%,20%,28%,38%,44%
2.2114E+11,0%,3%,22%,76%,92%,96%
2.2114E+11,0%,9%,21%,31%,41%,43%
2.2114E+11,0%,11%,46%,79%,94%,97%
2.2114E+11,0%,13%,33%,43%,51%,55%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,9%,24%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,2%,7%
2.2114E+11,0%,0%,0%,1%,4%,9%
2.2114E+11,0%,9%,26%,40%,55%,62%
2.2114E+11,0%,9%,22%,33%,46%,55%
2.2114E+11,0%,0%,0%,2%,4%,6%
2.2114E+11,0%,0%,2%,4%,8%,12%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,2%,9%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,0%,0%,0%
2.2114E+11,0%,0%,0%,1%,11%,20%
2.2114E+11,0%,5%,16%,28%,46%,60%
2.2114E+11,0%,9%,22%,35%,51%,60%
2.2114E+11,0%,0%,0%,0%,1%,2%
2.2114E+11,0%,0%,0%,1%,7%,16%
2.2114E+11,0%,0%,0%,0%,1%,2%
2.2114E+11,0%,0%,11%,52%,81%,86%
2.2114E+11,0%,8%,37%,57%,71%,77%
2.2114E+11,0%,0%,12%,41%,69%,82%
2.2114E+11,0%,9%,28%,48%,56%,57%
2.2114E+11,0%,9%,33%,67%,89%,96%
2.2114E+11,0%,7%,23%,46%,76%,83%
2.2114E+11,0%,7%,18%,29%,40%,46%
2.2114E+11,0%,2%,3%,3%,3%,3%
2.2114E+11,0%,8%,14%,18%,19%,20%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,0%,0%,0%,7%
2.3005E+11,0%,0%,0%,0%,1%,3%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,0%,0%,0%,1%
2.3005E+11,0%,0%,0%,9%,36%,42%
2.3005E+11,0%,0%,0%,2%,26%,41%
2.3005E+11,0%,0%,0%,1%,12%,18%
2.3005E+11,0%,0%,0%,7%,18%,20%
2.3005E+11,0%,0%,0%,2%,12%,18%
2.3005E+11,0%,0%,0%,3%,11%,15%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,0%,2%,13%,21%
2.3005E+11,0%,0%,2%,5%,6%,9%
2.3005E+11,0%,0%,1%,5%,14%,18%
2.3005E+11,0%,0%,0%,0%,0%,17%
2.3005E+11,0%,0%,0%,17%,57%,61%
2.3005E+11,0%,0%,0%,1%,5%,11%
2.3005E+11,0%,0%,4%,15%,25%,31%
2.3005E+11,0%,0%,4%,5%,8%,11%
2.3005E+11,0%,0%,3%,14%,20%,25%
2.3005E+11,0%,0%,0%,0%,0%,4%
2.3005E+11,0%,0%,3%,16%,36%,39%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,0%,0%,6%,10%
2.3005E+11,0%,0%,0%,11%,26%,26%
2.3005E+11,0%,0%,2%,6%,17%,22%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,0%,2%,13%,29%,37%
2.3005E+11,0%,0%,0%,0%,1%,5%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,1%,7%,13%,11%,16%
2.3005E+11,0%,1%,2%,8%,19%,26%
2.3005E+11,0%,0%,0%,6%,16%,23%
2.3005E+11,0%,0%,3%,5%,11%,15%
2.3005E+11,0%,2%,8%,11%,11%,17%
2.3005E+11,0%,0%,0%,17%,67%,78%
2.3005E+11,0%,0%,0%,34%,100%,100%
2.3005E+11,0%,0%,1%,7%,23%,30%
2.3005E+11,0%,0%,4%,17%,24%,28%
2.3005E+11,0%,1%,4%,6%,16%,27%
2.3005E+11,0%,1%,6%,11%,20%,27%
2.3005E+11,0%,0%,6%,26%,35%,42%
2.3005E+11,0%,0%,4%,8%,16%,21%
2.3005E+11,0%,2%,8%,14%,20%,27%
2.3005E+11,0%,3%,8%,13%,17%,26%
2.3005E+11,0%,4%,13%,18%,29%,42%
2.3005E+11,0%,4%,10%,18%,27%,34%
2.3005E+11,0%,0%,1%,7%,17%,22%
2.3005E+11,0%,0%,0%,0%,0%,0%
2.3005E+11,0%,1%,12%,27%,32%,41%
2.3005E+11,0%,0%,2%,6%,12%,18%
2.3005E+11,0%,1%,4%,9%,16%,21%
2.3005E+11,0%,0%,0%,2%,6%,11%
2.3005E+11,0%,1%,4%,11%,19%,25%
2.3005E+11,0%,4%,13%,21%,25%,32%
2.3005E+11,0%,5%,7%,10%,11%,14%
2.3005E+11,0%,2%,3%,3%,1%,3%
2.3005E+11,0%,0%,1%,9%,4%,13%
2.3005E+11,0%,0%,1%,4%,4%,7%
2.3005E+11,0%,0%,5%,18%,30%,33%
2.3005E+11,0%,0%,2%,6%,11%,14%
2.3005E+11,0%,0%,0%,2%,5%,9%
2.3005E+11,0%,1%,6%,13%,16%,20%
2.301E+11,0%,7%,19%,19%,17%,22%
2.301E+11,0%,0%,1%,9%,29%,35%
2.301E+11,0%,0%,0%,5%,82%,94%
2.301E+11,0%,0%,0%,0%,0%,2%
2.301E+11,0%,0%,0%,0%,0%,2%
2.301E+11,0%,4%,8%,15%,10%,17%
2.301E+11,0%,4%,16%,22%,26%,35%
2.301E+11,0%,1%,8%,12%,18%,22%
2.301E+11,0%,3%,15%,32%,54%,63%
2.301E+11,0%,0%,0%,0%,7%,12%
2.301E+11,0%,5%,15%,24%,26%,35%
2.301E+11,0%,1%,7%,19%,26%,35%
2.301E+11,0%,1%,7%,16%,15%,21%
2.301E+11,0%,6%,13%,21%,30%,36%
2.301E+11,0%,3%,11%,19%,25%,32%
2.301E+11,0%,0%,12%,32%,17%,27%
2.301E+11,0%,0%,3%,13%,21%,29%
2.301E+11,0%,0%,0%,9%,36%,47%
2.301E+11,0%,6%,13%,19%,25%,33%
2.301E+11,0%,4%,11%,19%,23%,32%
2.301E+11,0%,6%,12%,21%,28%,35%
2.301E+11,0%,0%,2%,3%,4%,10%
2.301E+11,0%,3%,9%,17%,26%,33%
2.301E+11,0%,4%,10%,15%,20%,25%
2.301E+11,0%,4%,11%,17%,23%,30%
2.301E+11,0%,6%,16%,22%,29%,36%
2.301E+11,0%,2%,8%,14%,23%,34%
2.301E+11,0%,4%,10%,17%,24%,34%
2.301E+11,0%,3%,10%,15%,25%,32%
2.301E+11,0%,5%,12%,16%,18%,26%
2.301E+11,0%,7%,17%,22%,19%,28%
2.301E+11,0%,5%,14%,24%,32%,40%
2.301E+11,0%,4%,12%,19%,24%,31%
2.301E+11,0%,5%,15%,22%,27%,32%
2.301E+11,0%,5%,14%,22%,26%,34%
2.301E+11,0%,8%,19%,25%,30%,37%
2.301E+11,0%,3%,12%,21%,25%,34%
2.301E+11,0%,1%,9%,16%,24%,33%
2.301E+11,0%,5%,15%,21%,26%,35%
2.3011E+11,0%,0%,0%,0%,0%,0%
2.3011E+11,0%,0%,0%,16%,75%,84%
2.3011E+11,3%,29%,37%,37%,37%,37%
2.3011E+11,0%,0%,0%,0%,5%,10%
2.3011E+11,3%,20%,39%,47%,61%,70%
2.3011E+11,0%,4%,8%,9%,11%,14%
2.3011E+11,0%,0%,10%,26%,26%,32%
2.3011E+11,0%,6%,39%,48%,46%,55%
2.3011E+11,0%,5%,7%,9%,39%,46%
2.3011E+11,0%,2%,8%,16%,22%,27%
2.3011E+11,0%,0%,9%,26%,34%,46%
2.3011E+11,0%,0%,0%,9%,46%,50%
2.3011E+11,0%,5%,24%,30%,35%,43%
2.3011E+11,0%,4%,22%,28%,43%,54%
2.3011E+11,0%,0%,7%,19%,27%,27%
2.3011E+11,0%,0%,1%,18%,30%,38%
2.3011E+11,0%,0%,0%,6%,28%,31%
2.3011E+11,0%,8%,20%,27%,24%,30%
2.3014E+11,0%,14%,38%,40%,34%,39%
2.3014E+11,0%,0%,0%,0%,0%,0%
2.3014E+11,0%,9%,22%,30%,32%,41%
2.3014E+11,0%,1%,6%,14%,25%,32%
2.3014E+11,0%,4%,10%,16%,15%,21%
2.3014E+11,0%,5%,19%,30%,24%,32%
2.3014E+11,0%,6%,8%,8%,9%,23%
2.3014E+11,0%,0%,0%,0%,0%,1%
2.3014E+11,0%,1%,3%,7%,10%,12%
2.3014E+11,4%,35%,50%,50%,36%,45%
2.3014E+11,0%,0%,0%,6%,17%,20%
2.3014E+11,0%,0%,6%,14%,24%,29%
2.3014E+11,0%,0%,4%,9%,16%,22%
2.3014E+11,0%,4%,15%,24%,36%,45%
2.3014E+11,0%,3%,8%,15%,25%,33%
2.3014E+11,0%,4%,12%,19%,26%,33%
2.3014E+11,0%,4%,9%,17%,25%,33%
2.3014E+11,0%,3%,10%,16%,23%,32%
2.3014E+11,0%,3%,8%,13%,19%,27%
2.3014E+11,0%,4%,10%,13%,19%,28%
2.3014E+11,0%,3%,12%,22%,23%,33%
2.3014E+11,0%,2%,8%,13%,15%,21%
2.3014E+11,0%,4%,11%,18%,22%,31%
2.3014E+11,0%,4%,13%,21%,26%,34%
2.3014E+11,0%,1%,5%,11%,18%,24%
2.3014E+11,0%,5%,14%,22%,23%,30%
2.3016E+11,0%,4%,11%,19%,22%,32%
2.3016E+11,0%,1%,12%,25%,19%,27%
2.3016E+11,0%,0%,0%,0%,0%,1%
2.3016E+11,0%,3%,5%,5%,3%,4%
2.3016E+11,0%,4%,15%,27%,39%,47%
2.3016E+11,0%,0%,6%,23%,32%,39%
2.3016E+11,0%,4%,11%,20%,22%,28%
2.3016E+11,0%,4%,12%,20%,26%,34%
2.3016E+11,0%,6%,15%,22%,29%,36%
2.3016E+11,0%,3%,10%,16%,24%,31%
2.3016E+11,0%,3%,10%,23%,33%,43%
2.3016E+11,0%,3%,7%,10%,18%,26%
2.3016E+11,0%,2%,9%,17%,20%,28%
2.3016E+11,0%,8%,22%,31%,30%,40%
2.3016E+11,0%,4%,13%,20%,26%,35%
2.3016E+11,0%,1%,9%,20%,23%,28%
2.3016E+11,2%,30%,38%,38%,8%,17%
2.3016E+11,0%,8%,62%,73%,47%,64%
2.3016E+11,0%,4%,13%,20%,27%,34%
2.3016E+11,0%,5%,12%,18%,17%,25%
2.3016E+11,0%,0%,4%,9%,12%,18%
2.3016E+11,0%,2%,5%,10%,15%,18%
2.3016E+11,0%,0%,3%,11%,9%,14%
2.3016E+11,0%,0%,3%,9%,13%,19%
2.3016E+11,0%,1%,6%,14%,21%,29%
2.3016E+11,0%,0%,0%,10%,25%,34%
2.3019E+11,0%,23%,34%,34%,5%,12%
2.3019E+11,0%,0%,0%,5%,46%,56%
2.3019E+11,0%,1%,6%,14%,16%,16%
2.3019E+11,0%,1%,6%,12%,9%,14%
2.3019E+11,0%,0%,3%,9%,26%,31%
2.3019E+11,0%,7%,10%,11%,17%,21%
2.3019E+11,0%,1%,7%,16%,27%,33%
2.3019E+11,0%,0%,0%,4%,20%,29%
2.3019E+11,0%,0%,1%,13%,24%,38%
2.3019E+11,0%,1%,4%,10%,20%,24%
2.3019E+11,0%,0%,0%,0%,0%,0%
2.3024E+11,0%,11%,22%,26%,29%,37%
2.3024E+11,0%,0%,0%,0%,8%,16%
2.3024E+11,0%,2%,6%,18%,37%,46%
2.3024E+11,0%,2%,6%,12%,20%,27%
2.3024E+11,0%,3%,9%,19%,28%,38%
2.3024E+11,0%,3%,12%,23%,34%,38%
2.3024E+11,0%,4%,11%,18%,22%,30%
2.3024E+11,0%,5%,11%,22%,32%,43%
2.3024E+11,0%,5%,13%,17%,13%,23%
2.3024E+11,0%,5%,13%,21%,27%,34%
2.3024E+11,0%,0%,18%,47%,46%,51%
2.3024E+11,0%,0%,0%,0%,14%,25%
2.3024E+11,0%,0%,0%,0%,0%,0%
2.3024E+11,0%,0%,0%,2%,8%,8%
2.3024E+11,0%,4%,9%,12%,20%,26%
2.3024E+11,0%,3%,6%,12%,25%,32%
2.3024E+11,0%,1%,2%,4%,6%,8%
2.3024E+11,1%,6%,14%,23%,23%,32%
2.3024E+11,1%,7%,11%,17%,28%,38%
2.3027E+11,0%,3%,9%,16%,26%,35%
2.3027E+11,0%,9%,18%,23%,24%,31%
2.3027E+11,0%,0%,6%,16%,18%,25%
2.3027E+11,0%,0%,0%,0%,0%,3%
2.3027E+11,0%,3%,10%,16%,29%,39%
2.3027E+11,0%,3%,13%,20%,17%,24%
2.3027E+11,0%,0%,0%,0%,1%,7%
2.3027E+11,0%,1%,8%,25%,32%,40%
2.3027E+11,0%,0%,0%,0%,9%,22%
2.3027E+11,0%,0%,2%,13%,18%,23%
2.3027E+11,0%,3%,13%,22%,25%,33%
2.3027E+11,0%,2%,15%,30%,30%,40%
2.3027E+11,0%,8%,23%,33%,31%,36%
2.303E+11,0%,0%,0%,0%,0%,1%
2.303E+11,0%,0%,0%,0%,0%,0%
2.303E+11,0%,0%,1%,7%,12%,18%
2.303E+11,0%,1%,7%,10%,10%,15%
2.303E+11,0%,0%,2%,4%,6%,10%
2.303E+11,0%,2%,9%,13%,16%,22%
2.303E+11,0%,0%,1%,3%,11%,15%
2.303E+11,0%,2%,8%,13%,18%,23%
2.303E+11,0%,2%,8%,13%,16%,20%
2.303E+11,0%,2%,4%,8%,12%,17%
2.303E+11,0%,4%,12%,17%,13%,19%
2.303E+11,0%,2%,7%,11%,15%,19%
2.303E+11,0%,1%,5%,8%,11%,15%
2.303E+11,0%,0%,3%,10%,11%,16%
2.303E+11,0%,2%,7%,11%,15%,20%
2.303E+11,0%,3%,5%,7%,7%,9%
2.303E+11,0%,0%,0%,1%,13%,18%
2.303E+11,0%,2%,11%,17%,11%,18%
2.303E+11,0%,1%,5%,8%,10%,14%
2.303E+11,0%,1%,4%,7%,11%,15%
2.303E+11,0%,3%,8%,13%,16%,20%
2.303E+11,0%,2%,9%,14%,17%,22%
2.303E+11,0%,2%,5%,9%,13%,17%
2.303E+11,0%,2%,7%,11%,19%,24%
2.303E+11,0%,2%,10%,18%,26%,29%
2.303E+11,0%,1%,4%,9%,16%,20%
2.303E+11,0%,1%,5%,10%,17%,21%
2.3031E+11,0%,0%,0%,1%,16%,24%
2.3031E+11,0%,0%,0%,2%,10%,13%
2.3031E+11,0%,0%,2%,3%,6%,10%
2.3031E+11,0%,0%,0%,0%,0%,0%
2.3031E+11,0%,1%,6%,13%,15%,21%
2.3031E+11,0%,0%,0%,0%,13%,17%
2.3031E+11,0%,0%,0%,0%,0%,0%
2.3031E+11,0%,0%,0%,0%,0%,12%
2.3031E+11,0%,0%,2%,9%,18%,24%
2.3031E+11,0%,0%,10%,31%,44%,44%
2.3031E+11,0%,1%,14%,22%,18%,24%
2.3031E+11,0%,0%,0%,2%,9%,12%
2.3031E+11,0%,0%,1%,3%,11%,16%
2.3031E+11,0%,7%,10%,13%,15%,22%
2.3031E+11,0%,0%,2%,7%,16%,20%
2.3031E+11,0%,6%,11%,13%,16%,22%
2.3031E+11,0%,0%,0%,3%,10%,13%
2.3031E+11,0%,2%,8%,13%,18%,25%
2.3031E+11,0%,0%,1%,2%,5%,7%
2.3031E+11,0%,0%,1%,3%,13%,20%
2.3031E+11,0%,0%,20%,73%,95%,97%
2.3031E+11,0%,0%,2%,7%,12%,15%
2.3031E+11,0%,10%,14%,17%,24%,29%
2.3031E+11,0%,0%,0%,2%,6%,9%
2.3031E+11,0%,0%,0%,0%,2%,3%
2.3031E+11,0%,0%,0%,1%,8%,11%
2.3031E+11,0%,5%,12%,22%,29%,32%
2.3031E+11,0%,0%,0%,0%,2%,7%
2.3031E+11,1%,4%,10%,14%,12%,16%
2.3031E+11,0%,0%,1%,7%,12%,16%
2.3031E+11,0%,0%,1%,4%,8%,14%
2.3031E+11,0%,0%,3%,16%,34%,42%
2.3031E+11,0%,0%,0%,2%,6%,10%
2.3031E+11,0%,0%,1%,5%,16%,23%
2.3031E+11,1%,4%,6%,14%,30%,38%
2.3031E+11,0%,10%,19%,23%,31%,42%
2.3031E+11,0%,2%,5%,11%,14%,19%
2.3031E+11,0%,0%,0%,0%,2%,5%
2.3031E+11,0%,0%,0%,0%,0%,0%
2.3031E+11,0%,1%,3%,9%,17%,23%
2.3031E+11,0%,0%,5%,5%,2%,7%
2.3031E+11,0%,2%,4%,8%,13%,18%
2.3031E+11,0%,0%,0%,0%,3%,10%
2.3031E+11,0%,3%,11%,17%,20%,28%
2.3031E+11,0%,0%,1%,6%,24%,30%
2.3031E+11,0%,0%,1%,2%,6%,9%
2.3031E+11,1%,3%,7%,10%,16%,20%
2.3031E+11,0%,0%,3%,12%,17%,24%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,1%,1%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,3%,4%,8%,8%,10%
2.40037E+11,0%,0%,1%,3%,8%,11%
2.40037E+11,0%,2%,4%,6%,10%,13%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,2%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,2%,3%,2%,2%,6%,10%
2.40037E+11,0%,1%,3%,3%,6%,10%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,1%,5%,20%,34%,37%
2.40037E+11,0%,0%,1%,2%,14%,24%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,1%,1%,1%,11%,24%
2.40037E+11,0%,0%,0%,0%,0%,2%
2.40037E+11,0%,0%,0%,0%,2%,8%
2.40037E+11,0%,0%,0%,0%,0%,2%
2.40037E+11,0%,1%,2%,4%,12%,19%
2.40037E+11,2%,5%,8%,11%,12%,15%
2.40037E+11,1%,4%,7%,14%,19%,22%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,1%,1%,2%,3%,4%
2.40037E+11,0%,0%,0%,0%,0%,1%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,2%,3%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,2%,5%,8%,12%,15%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,2%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40037E+11,0%,0%,0%,0%,0%,0%
2.40038E+11,0%,0%,0%,0%,0%,0%
2.40038E+11,0%,1%,1%,1%,2%,3%
2.40038E+11,0%,0%,0%,0%,0%,1%
2.40038E+11,0%,0%,1%,1%,1%,1%
2.40038E+11,0%,0%,0%,0%,0%,0%
2.40038E+11,0%,0%,0%,0%,0%,0%
